"chi","ㄔ","chih","chʻih","chr","chr","tch'e","tschï","chy","chyr","chyy","chyh","ʈʂʰɨ",""
"chong","ㄔㄨㄥ","chong","chʻung","chung","chung","tch'ong","tschung","chong","chorng","choong","chonq","ʈʂʰʊŋ",""
"chou","ㄔㄡ","chou","chʻou","chou","chou","tch'eou","tschou","chou","chour","choou","chow","ʈʂʰou",""
"chu","ㄔㄨ","chu","chʻu","chu","chu","tch'ou","tschu","chu","chwu","chuu","chuh","ʈʂʰu",""
"chua","ㄔㄨㄚ","chua","chʻua","chua","chwa","tch'oua","tschua","chua","chuar","chuaa","chuah","ʈʂʰua",""
"chuai","ㄔㄨㄞ","chuai","chʻuai","chuai","chwai","tch'ouai","tschuai","chuai","chwai","choai","chuay","ʈʂʰuai",""
"chuan","ㄔㄨㄢ","chuan","chʻuan","chuan","chwan","tch'ouan","tschuan","chuan","chwan","choan","chuann","ʈʂʰuan",""
"chuang","ㄔㄨㄤ","chuang","chʻuang","chuang","chwang","tch'ouang","tschuang","chuang","chwang","choang","chuanq","ʈʂʰuaŋ",""
"chui","ㄔㄨㄟ","chuei","chʻui","chuei","chwei","tch'ouei","tschui","chuei","chwei","choei","chuey","ʈʂʰuei",""
"chun","ㄔㄨㄣ","chun","chʻun","chuen","chwun","tch'ouen","tschun","chuen","chwen","choen","chuenn","ʈʂʰuən",""
"chuo","ㄔㄨㄛ","chuo","chʻo","chuo","chwo","tch'ouo","tscho","chuo","chwo","chuoo","chuoh","ʈʂʰuo",""
"ci","ㄘ","cih","tzʻŭ","tsz","tsz","ts'eu","tsï","tsy","tsyr","tsyy","tsyh","tsʰɨ",""
"cong","ㄘㄨㄥ","cong","tsʻung","tsung","tsung","ts'ong","tsung","tsong","tsorng","tsoong","tsonq","tsʰʊŋ",""
"cou","ㄘㄡ","cou","tsʻou","tsou","tsou","ts'eou","tsou","tsou","tsour","tsoou","tsow","tsʰou",""
"cu","ㄘㄨ","cu","tsʻu","tsu","tsu","ts'ou","tsu","tsu","tswu","tsuu","tsuh","tsʰu",""
"cuan","ㄘㄨㄢ","cuan","tsʻuan","tsuan","tswan","ts'ouan","tsuan","tsuan","tswan","tsoan","tsuann","tsʰuan",""
"cui","ㄘㄨㄟ","cuei","tsʻui","tsuei","tswei","ts'ouei","tsui","tsuei","tswei","tsoei","tsuey","tsʰuei",""
"cun","ㄘㄨㄣ","cun","tsʻun","tsuen","tswun","ts'ouen","tsun","tsuen","tswen","tsoen","tsuenn","tsʰuən",""
"cuo","ㄘㄨㄛ","cuo","tsʻo","tsuo","tswo","ts'o","tso","tsuo","tswo","tsuoo","tsuoh","tsʰuo",""
"da","ㄉㄚ","da","ta","da","da","ta","da","da","dar","daa","dah","ta",""
"dai","ㄉㄞ","dai","tai","dai","dai","tai","dai","dai","dair","dae","day","tai",""
"dan","ㄉㄢ","dan","tan","dan","dan","tan","dan","dan","darn","daan","dann","tan",""
"dang","ㄉㄤ","dang","tang","dang","dang","tang","dang","dang","darng","daang","danq","taŋ",""
"dao","ㄉㄠ","dao","tao","dau","dau","tao","dau","dau","daur","dao","daw","tau",""
"de","ㄉㄜ","de","tê","de","de","tö","dö","de","der","dee","deh","tɤ",""
"dei","ㄉㄟ","dei","tei","dei","dei","tei","de","dei","deir","deei","dey","tei",""
"den","ㄉㄣ","den","tên","den","den","","","den","dern","deen","denn","tən",""
"deng","ㄉㄥ","deng","têng","deng","deng","teng","dëng","deng","derng","deeng","denq","təŋ",""
"di","ㄉㄧ","di","ti","di","di","ti","di","di","dyi","dii","dih","ti",""
"dian","ㄉㄧㄢ","dian","tien","dian","dyan","tien","diän","dian","dyan","dean","diann","tiɛn",""
"diang","ㄉㄧㄤ","diang","tiang","diang","dyang","tiang","diäng","diang","dyang","deang","dianq","tiaŋ",""
"diao","ㄉㄧㄠ","diao","tiao","diau","dyau","tiao","diau","diau","dyau","deau","diaw","tiau",""
"die","ㄉㄧㄝ","die","tieh","die","dye","tie","diä","die","dye","diee","dieh","tie",""
"ding","ㄉㄧㄥ","ding","ting","ding","ding","ting","ding","ding","dyng","diing","dinq","tiŋ",""
"diu","ㄉㄧㄡ","diou","tiu","diou","dyou","tieou","diu","diou","dyou","deou","diow","tiou",""
"dong","ㄉㄨㄥ","dong","tung","dung","dung","tong","dung","dong","dorng","doong","donq","tʊŋ",""
"dou","ㄉㄡ","dou","tou","dou","dou","teou","dou","dou","dour","doou","dow","tou",""
"du","ㄉㄨ","du","tu","du","du","tou","du","du","dwu","duu","duh","tu",""
"duan","ㄉㄨㄢ","duan","tuan","duan","dwan","touan","duan","duan","dwan","doan","duann","tuan",""
"dui","ㄉㄨㄟ","duei","tui","duei","dwei","touei","dui","duei","dwei","doei","duey","tuei",""
"dun","ㄉㄨㄣ","dun","tun","duen","dwun","touen","dun","duen","dwen","doen","duenn","tuən",""
"duo","ㄉㄨㄛ","duo","to","duo","dwo","to","do","duo","dwo","duoo","duoh","tuo",""
"e","ㄜ","e","ê/o","e","e","ngo","o","e","er","ee","eh","ɤ",""
"ê","ㄝ","e","eh","ê","e","","","è","èr","èe","èh","ɛ",""
"ei","ㄟ","ei","ei","ei","ei","ei","e","ei","eir","eei","ey","ei",""
"en","ㄣ","en","ên","en","en","ngen","ën","en","ern","een","enn","ən",""
"eng","ㄥ","ong","êng","eng","eng","ngeng","ëng","eng","erng","eeng","enq","əŋ",""
"er","ㄦ","er","êrh","er","er","eul","örl","el","erl","eel","ell","aɚ",""
"fa","ㄈㄚ","fa","fa","fa","fa","fa","fa","fa","far","faa","fah","fa",""
"fan","ㄈㄢ","fan","fan","fan","fan","fan","fan","fan","farn","faan","fann","fan",""
"fang","ㄈㄤ","fang","fang","fang","fang","fang","fang","fang","farng","faang","fanq","faŋ",""
"fei","ㄈㄟ","fei","fei","fei","fei","fei","fe","fei","feir","feei","fey","fei",""
"fen","ㄈㄣ","fen","fên","fen","fen","fen","fën","fen","fern","feen","fenn","fən",""
"feng","ㄈㄥ","fong","fêng","feng","feng","feng","fëng","feng","ferng","feeng","fenq","fəŋ",""
"fo","ㄈㄛ","fo","fo","fo","fwo","fo","fo","fo","for","foo","foh","fuo",""
"fou","ㄈㄡ","fou","fou","fou","fou","feou","fou","fou","four","foou","fow","fou",""
"fu","ㄈㄨ","fu","fu","fu","fu","fou","fu","fu","fwu","fuu","fuh","fu",""
"ga","ㄍㄚ","ga","ka","ga","ga","ka","ga","ga","gar","gaa","gah","ka",""
"gai","ㄍㄞ","gai","kai","gai","gai","kai","gai","gai","gair","gae","gay","kai",""
"gan","ㄍㄢ","gan","kan","gan","gan","kan","gan","gan","garn","gaan","gann","kan",""
"gang","ㄍㄤ","gang","kang","gang","gang","kang","gang","gang","garng","gaang","ganq","kaŋ",""
"gao","ㄍㄠ","gao","kao","gau","gau","kao","gau","gau","gaur","gao","gaw","kau",""
"ge","ㄍㄜ","ge","ko","ge","ge","kö","gö","ge","ger","gee","geh","kɤ",""
"gei","ㄍㄟ","gei","kei","gei","gei","kei","ge","gei","geir","geei","gey","kei",""
"gen","ㄍㄣ","gen","kên","gen","gen","ken","gën","gen","gern","geen","genn","kən",""
"geng","ㄍㄥ","geng","kêng","geng","geng","keng","gëng","geng","gerng","geeng","genq","kəŋ",""
"gong","ㄍㄨㄥ","gong","kung","gung","gung","kong","gung","gong","gorng","goong","gonq","kʊŋ",""
"gou","ㄍㄡ","gou","kou","gou","gou","keou","gou","gou","gour","goou","gow","kou",""
"gu","ㄍㄨ","gu","ku","gu","gu","kou","gu","gu","gwu","guu","guh","ku",""
"gua","ㄍㄨㄚ","gua","kua","gua","gwa","koua","gua","gua","gwa","goa","guah","kua",""
"guai","ㄍㄨㄞ","guai","kuai","guai","gwai","kouai","guai","guai","gwai","goai","guay","kuai",""
"guan","ㄍㄨㄢ","guan","kuan","guan","gwan","kouan","guan","guan","gwan","goan","guann","kuan",""
"guang","ㄍㄨㄤ","guang","kuang","guang","gwang","kouang","guang","guang","gwang","goang","guanq","kuaŋ",""
"gui","ㄍㄨㄟ","guei","kuei","guei","gwei","kouei","gui","guei","gwei","goei","guey","kuei",""
"gun","ㄍㄨㄣ","gun","kun","guen","gwun","kouen","gun","guen","gwen","goen","guenn","kuən",""
"guo","ㄍㄨㄛ","guo","kuo","guo","gwo","kouo","guo","guo","gwo","guoo","guoh","kuo",""
"ha","ㄏㄚ","ha","ha","ha","ha","ha","ha","ha","har","haa","hah","xa",""
"hai","ㄏㄞ","hai","hai","hai","hai","hai","hai","hai","hair","hae","hay","xai",""
"han","ㄏㄢ","han","han","han","han","han","han","han","harn","haan","hann","xan",""
"hang","ㄏㄤ","hang","hang","hang","hang","hang","hang","hang","harng","haang","hanq","xaŋ",""
"hao","ㄏㄠ","hao","hao","hau","hau","hao","hau","hau","haur","hao","haw","xau",""
"he","ㄏㄜ","he","ho","he","he","hö","ho","he","her","hee","heh","xɤ",""
"hei","ㄏㄟ","hei","hei","hei","hei","hei","he","hei","heir","heei","hey","xei",""
"hen","ㄏㄣ","hen","hên","hen","hen","hen","hën","hen","hern","heen","henn","xən",""
"heng","ㄏㄥ","heng","hêng","heng","heng","heng","hëng","heng","herng","heeng","henq","xəŋ",""
"hong","ㄏㄨㄥ","hong","hung","hung","hung","hong","hung","hong","horng","hoong","honq","xʊŋ",""
"hou","ㄏㄡ","hou","hou","hou","hou","heou","hou","hou","hour","hoou","how","xou",""
"hu","ㄏㄨ","hu","hu","hu","hu","hou","hu","hu","hwu","huu","huh","xu",""
"hua","ㄏㄨㄚ","hua","hua","hua","hwa","houa","hua","hua","hwa","hoa","huah","xua",""
"huai","ㄏㄨㄞ","huai","huai","huai","hwai","houai","huai","huai","hwai","hoai","huay","xuai",""
"huan","ㄏㄨㄢ","huan","huan","huan","hwan","houan","huan","huan","hwan","hoan","huann","xuan",""
"huang","ㄏㄨㄤ","huang","huang","huang","hwang","houang","huang","huang","hwang","hoang","huanq","xuaŋ",""
"hui","ㄏㄨㄟ","huei","hui","huei","hwei","houei","hui","huei","hwei","hoei","huey","xuei",""
"hun","ㄏㄨㄣ","hun","hun","huen","hwun","houen","hun","huen","hwen","hoen","huenn","xuən",""
"huo","ㄏㄨㄛ","huo","huo","huo","hwo","houo","huo","huo","hwo","huoo","huoh","xuo",""
"ji","ㄐㄧ","ji","chi","ji","ji","ki","dji","ji","jyi","jii","jih","tɕi",""
"jia","ㄐㄧㄚ","jia","chia","jia","jya","kia","djia","jia","jya","jea","jiah","tɕia",""
"jian","ㄐㄧㄢ","jian","chien","jian","jyan","kien","djiän","jian","jyan","jean","jiann","tɕiɛn",""
"jiang","ㄐㄧㄤ","jiang","chiang","jiang","jyang","kiang","djiang","jiang","jyang","jeang","jianq","tɕiaŋ",""
"jiao","ㄐㄧㄠ","jiao","chiao","jiau","jyau","kiao","djiau","jiau","jyau","jeau","jiaw","tɕiau",""
"jie","ㄐㄧㄝ","jie","chieh","jie","jye","kie","djiä","jie","jye","jiee","jieh","tɕie",""
"jin","ㄐㄧㄣ","jin","chin","jin","jin","kin","djin","jin","jyn","jiin","jinn","tɕin",""
"jing","ㄐㄧㄥ","jing","ching","jing","jing","king","djing","jing","jyng","jiing","jinq","tɕiŋ",""
"jiong","ㄐㄩㄥ","jyong","chiung","jiung","jyung","kiong","djiung","jiong","jyong","jeong","jionq","tɕiʊŋ",""
"jiu","ㄐㄧㄡ","jiou","chiu","jiou","jyou","kieou","djiu","jiou","jyou","jeou","jiow","tɕiou",""
"ju","ㄐㄩ","jyu","chü","jiu","jyu","kiu","djü","jiu","jyu","jeu","jiuh","tɕy",""
"juan","ㄐㄩㄢ","jyuan","chüan","jiuan","jywan","kiuan","djüan","jiuan","jyuan","jeuan","jiuann","tɕyɛn",""
"jue","ㄐㄩㄝ","jyue","chüeh","jiue","jywe","kiue","djüä","jiue","jyue","jeue","jiueh","tɕye",""
"jun","ㄐㄩㄣ","jyun","chün","jiun","jyun","kiun","djün","jiun","jyun","jeun","jiunn","tɕyn",""
"ka","ㄎㄚ","ka","kʻa","ka","ka","k'a","ka","ka","kar","kaa","kah","kʰa",""
"kai","ㄎㄞ","kai","kʻai","kai","kai","k'ai","kai","kai","kair","kae","kay","kʰai",""
"kan","ㄎㄢ","kan","kʻan","kan","kan","k'an","kan","kan","karn","kaan","kann","kʰan",""
"kang","ㄎㄤ","kang","kʻang","kang","kang","k'ang","kang","kang","karng","kaang","kanq","kʰaŋ",""
"kao","ㄎㄠ","kao","kʻao","kau","kau","k'ao","kau","kau","kaur","kao","kaw","kʰau",""
"ke","ㄎㄜ","ke","kʻo","ke","ke","k'ö","kö","ke","ker","kee","keh","kʰɤ",""
"kei","ㄎㄟ","kei","kʻei","kei","kei","","","kei","keir","keei","key","kʰei",""
"ken","ㄎㄣ","ken","kʻên","ken","ken","k'en","kën","ken","kern","keen","kenn","kʰən",""
"keng","ㄎㄥ","keng","kʻêng","keng","keng","k'eng","këng","keng","kerng","keeng","kenq","kʰəŋ",""
"kong","ㄎㄨㄥ","kong","kʻung","kung","kung","k'ong","kung","kong","korng","koong","konq","kʰʊŋ",""
"kou","ㄎㄡ","kou","kʻou","kou","kou","k'eou","kou","kou","kour","koou","kow","kʰou",""
"ku","ㄎㄨ","ku","kʻu","ku","ku","k'ou","gu","ku","kwu","kuu","kuh","kʰu",""
"kua","ㄎㄨㄚ","kua","kʻua","kua","kwa","k'oua","kua","kua","kwa","koa","kuah","kʰua",""
"kuai","ㄎㄨㄞ","kuai","kʻuai","kuai","kwai","k'ouai","kuai","kuai","kwai","koai","kuay","kʰuai",""
"kuan","ㄎㄨㄢ","kuan","kʻuan","kuan","kwan","k'ouan","kuan","kuan","kwan","koan","kuann","kʰuan",""
"kuang","ㄎㄨㄤ","kuang","kʻuang","kuang","kwang","k'ouang","kuang","kuang","kwang","koang","kuanq","kʰuaŋ",""
"kui","ㄎㄨㄟ","kuei","kʻuei","kuei","kwei","k'ouei","kue","kuei","kwei","koei","kuey","kʰuei",""
"kun","ㄎㄨㄣ","kun","kʻun","kuen","kwun","k'ouen","kun","kuen","kwen","koen","kuenn","kʰuən",""
"kuo","ㄎㄨㄛ","kuo","kʻuo","kuo","kwo","k'ouo","kuo","kuo","kwo","kuoo","kuoh","kʰuo",""
"la","ㄌㄚ","la","la","la","la","la","la","lha","la","laa","lah","la",""
"lai","ㄌㄞ","lai","lai","lai","lai","lai","lai","lhai","lai","lae","lay","lai",""
"lan","ㄌㄢ","lan","lan","lan","lan","lan","lan","lhan","lan","laan","lann","lan",""
"lang","ㄌㄤ","lang","lang","lang","lang","lang","lang","lhang","lang","laang","lanq","laŋ",""
"lao","ㄌㄠ","lao","lao","lau","lau","lao","lau","lhau","lau","lao","law","lau",""
"le","ㄌㄜ","le","lê","le","le","lö","lö","lhe","le","lee","leh","lɤ",""
"lei","ㄌㄟ","lei","lei","lei","lei","lei","le","lhei","lei","leei","ley","lei",""
"leng","ㄌㄥ","leng","lêng","leng","leng","leng","lëng","lheng","leng","leeng","lenq","ləŋ",""
"li","ㄌㄧ","li","li","li","li","li","li","lhi","li","lii","lih","li",""
"lia","ㄌㄧㄚ","lia","lia","lia","lya","lea","lia","lhia","lia","lea","liah","lia",""
"lian","ㄌㄧㄢ","lian","lien","lian","lyan","lien","liän","lhian","lian","lean","liann","liɛn",""
"liang","ㄌㄧㄤ","liang","liang","liang","lyang","leang","liang","lhiang","liang","leang","lianq","liaŋ",""
"liao","ㄌㄧㄠ","liao","liao","liau","lyau","liao","liau","lhiau","liau","leau","liaw","liau",""
"lie","ㄌㄧㄝ","lie","lieh","lie","lye","lie","liä","lhie","lie","liee","lieh","lie",""
"lin","ㄌㄧㄣ","lin","lin","lin","lin","lin","lin","lhin","lin","liin","linn","lin",""
"ling","ㄌㄧㄥ","ling","ling","ling","ling","ling","ling","lhing","ling","liing","linq","liŋ",""
"liu","ㄌㄧㄡ","liou","liu","liou","lyou","lieou","liou","lhiou","liou","leou","liow","liou",""
"lo","ㄌㄛ","lo","lo","lo","lo","lo","lo","lho","lo","loo","loh","lɔ",""
"long","ㄌㄨㄥ","long","lung","lung","lung","long","lung","lhong","long","loong","lonq","lʊŋ",""
"lou","ㄌㄡ","lou","lou","lou","lou","leou","lou","lhou","lou","loou","low","lou",""
"lu","ㄌㄨ","lu","lu","lu","lu","lou","lu","lhu","lu","luu","luh","lu",""
"lü","ㄌㄩ","lyu","lü","liu","lyu","liu","lü","lhiu","liu","leu","liuh","ly",""
"luan","ㄌㄨㄢ","luan","luan","luan","lwan","louan","luan","lhuan","luan","loan","luann","luan",""
"lüan","ㄌㄩㄢ","lyuan","lüan","liuan","lwan?","liuan","lüän","lhiuan","liuan","leuan","liuann","lyɛn",""
"lüe","ㄌㄩㄝ","lyue","lüeh","liue","lywe","liue","lüä","lhiue","liue","leue","liueh","lye",""
"lun","ㄌㄨㄣ","lun","lun","luen","lwun","loun","lun","lhuen","luen","loen","luenn","luən",""
"lün","ㄌㄩㄣ","lyun","lün","liun","lyun","liun","lün","lhiun","liun","leun","liunn","lyn",""
"luo","ㄌㄨㄛ","luo","lo","luo","lwo","louo","lo","lhuo","luo","luoo","luoh","luo",""
"ma","ㄇㄚ","ma","ma","ma","ma","ma","ma","mha","ma","maa","mah","ma",""
"mai","ㄇㄞ","mai","mai","mai","mai","mai","mai","mhai","mai","mae","may","mai",""
"man","ㄇㄢ","man","man","man","man","man","man","mhan","man","maan","mann","man",""
"mang","ㄇㄤ","mang","mang","mang","mang","mang","mang","mhang","mang","maang","manq","maŋ",""
"mao","ㄇㄠ","mao","mao","mau","mau","mao","mau","mhau","mau","mao","maw","mau",""
"me","ㄇㄜ","me","mê","me","me","mö","mö","mhe","me","mee","meh","mɤ",""
"mei","ㄇㄟ","mei","mei","mei","mei","mei","me","mhei","mei","meei","mey","mei",""
"men","ㄇㄣ","men","mên","men","men","men","mën","mhen","men","meen","menn","mən",""
"meng","ㄇㄥ","meng","mêng","meng","meng","meng","mëng","mheng","meng","meeng","menq","məŋ",""
"mi","ㄇㄧ","mi","mi","mi","mi","mi","mi","mhi","mi","mii","mih","mi",""
"mian","ㄇㄧㄢ","mian","mien","mian","myan","mian","miän","mhian","mian","mean","miann","miɛn",""
"miao","ㄇㄧㄠ","miao","miao","miau","myau","miao","miau","mhiau","miau","meau","miaw","miau",""
"mie","ㄇㄧㄝ","mie","mieh","mie","mye","mie","miä","mhie","mie","miee","mieh","mie",""
"min","ㄇㄧㄣ","min","min","min","min","min","min","mhin","min","miin","minn","min",""
"ming","ㄇㄧㄥ","ming","ming","ming","ming","ming","ming","mhing","ming","miing","minq","miŋ",""
"miu","ㄇㄧㄡ","miou","miu","miou","myou","mieou","miu","mhiou","miou","meou","miow","miou",""
"mo","ㄇㄛ","mo","mo","mo","mwo","mo","mo","mho","mo","moo","moh","muo",""
"mou","ㄇㄡ","mou","mou","mou","mou","meou","mou","mhou","mou","moou","mow","mou",""
"mu","ㄇㄨ","mu","mu","mu","mu","mou","mu","mhu","mu","muu","muh","mu",""
"na","ㄋㄚ","na","na","na","na","na","na","nha","na","naa","nah","na",""
"nai","ㄋㄞ","nai","nai","nai","nai","nai","nai","nhai","nai","nae","nay","nai",""
"nan","ㄋㄢ","nan","nan","nan","nan","nan","nan","nhan","nan","naan","nann","nan",""
"nang","ㄋㄤ","nang","nang","nang","nang","nang","nang","nhang","nang","naang","nanq","naŋ",""
"nao","ㄋㄠ","nao","nao","nau","nau","nao","nau","nhau","nau","nao","naw","nau",""
"ne","ㄋㄜ","ne","nê","ne","ne","nö","nö","nhe","ne","nee","neh","nɤ",""
"nei","ㄋㄟ","nei","nei","nei","nei","nei","ne","nhei","nei","neei","ney","nei",""
"nen","ㄋㄣ","nen","nên","nen","nen","nen","nën","nhen","nen","neen","nenn","nən",""
"neng","ㄋㄥ","neng","nêng","neng","neng","neng","nëng","nheng","neng","neeng","nenq","nəŋ",""
"ni","ㄋㄧ","ni","ni","ni","ni","ni","ni","nhi","ni","nii","nih","ni",""
"nia","ㄋㄧㄚ","nia","nia","nia","nya","nia","nia","nia","niar","niaa","niah","nia",""
"nian","ㄋㄧㄢ","nian","nien","nian","nyan","nien","niän","nhian","nian","nean","niann","niɛn",""
"niang","ㄋㄧㄤ","niang","niang","niang","nyang","niang","niang","nhiang","niang","neang","nianq","niaŋ",""
"niao","ㄋㄧㄠ","niao","niao","niau","nyau","niao","niau","nhiau","niau","neau","niaw","niau",""
"nie","ㄋㄧㄝ","nie","nieh","nie","nye","nie","niä","nhie","nie","niee","nieh","nie",""
"nin","ㄋㄧㄣ","nin","nin","nin","nin","nin","nin","nhin","nin","niin","ninn","nin",""
"ning","ㄋㄧㄥ","ning","ning","ning","ning","ning","ning","nhing","ning","niing","ninq","niŋ",""
"niu","ㄋㄧㄡ","niou","niu","niou","nyou","nieou","niu","nhiou","niou","neou","niow","niou",""
"nong","ㄋㄨㄥ","nong","nung","nung","nung","nong","nung","nhong","nong","noong","nonq","nʊŋ",""
"nou","ㄋㄡ","nou","nou","nou","nou","neou","nou","nhou","nou","noou","now","nou",""
"nu","ㄋㄨ","nu","nu","nu","nu","nou","nu","nhu","nu","nuu","nuh","nu",""
"nü","ㄋㄩ","nyu","nü","niu","nyu","niu","nü","nhiu","niu","neu","niuh","ny",""
"nuan","ㄋㄨㄢ","nuan","nuan","nuan","nwan","nouan","nuan","nhuan","nuan","noan","nuann","nuan",""
"nüe","ㄋㄩㄝ","nyue","nüeh","niue","nywe","nio","nüä","nhiue","niue","neue","niueh","nye",""
"nun","ㄋㄨㄣ","nun","nun","nuen","nwun","nouen","nun","nhuen","nuen","noen","nuenn","nuən",""
"nuo","ㄋㄨㄛ","nuo","no","nuo","nwo","no","no","nhuo","nuo","nuoo","nuoh","nuo",""
"o","ㄛ","o","o","o","o?","o","o","o","or","oo","oh","ɔ?",""
"ou","ㄡ","ou","ou","ou","ou","ngeou","ou","ou","our","oou","ow","ou",""
"pa","ㄆㄚ","pa","pʻa","pa","pa","p'a","pa","pa","par","paa","pah","pʰa",""
"pai","ㄆㄞ","pai","pʻai","pai","pai","p'ai","pai","pai","pair","pae","pay","pʰai",""
"pan","ㄆㄢ","pan","pʻan","pan","pan","p'an","pan","pan","parn","paan","pann","pʰan",""
"pang","ㄆㄤ","pang","pʻang","pang","pang","p'ang","pang","pang","parng","paang","panq","pʰaŋ",""
"pao","ㄆㄠ","pao","pʻao","pau","pau","p'ao","pau","pau","paur","pao","paw","pʰau",""
"pei","ㄆㄟ","pei","pʻei","pei","pei","p'ei","pe","pei","peir","peei","pey","pʰei",""
"pen","ㄆㄣ","pen","pʻên","pen","pen","p'en","pën","pen","pern","peen","penn","pʰən",""
"peng","ㄆㄥ","peng","pʻêng","peng","peng","p'eng","pëng","peng","perng","peeng","penq","pʰəŋ",""
"pi","ㄆㄧ","pi","pʻi","pi","pi","p'i","pi","pi","pyi","pii","pih","pʰi",""
"pian","ㄆㄧㄢ","pian","pʻien","pian","pyan","p'ien","piän","pian","pyan","pean","piann","pʰiɛn",""
"piao","ㄆㄧㄠ","piao","pʻiao","piau","pyau","p'iao","piau","piau","pyau","peau","piaw","pʰiau",""
"pie","ㄆㄧㄝ","pie","pʻieh","pie","pye","p'ie","piä","pie","pye","piee","pieh","pʰie",""
