"ForcedDistributions","Muststartwithdrawingfundsatage72unlessemployeeisstillemployedwithemployersettingupthe401(k),andnota5%owner.Penaltyis50%ofminimumdistribution.","Muststartwithdrawingfundsatage72unlessemployeeisstillemployedwithemployersettingupthe401(k),andnota5%owner.Penaltyis50%ofminimumdistribution.","Muststartwithdrawingfundsatage72.Penaltyis50%ofminimumdistribution.","None."
"Loans","Whenstillemployedwithemployersettingupthe401(k),loansmaybeavailabledependingupontheplan,notmorethan50%ofbalanceor$50,000.","No","Whenstillemployedwithemployersettingupthe401(k),loansmaybeavailabledependingupontheplan,notmorethan50%ofbalanceor$50,000.","No"
"EarlyWithdrawal","Generallynowhenstillemployedwithemployersettingupthe401(k).Otherwise,10%penaltyplustaxes.Therearesomeexceptionstothispenalty.","Generallynowhenstillemployedwithemployersettingupthe401(k).Otherwise,taxesontheearnings,plus10%penaltyontaxablepartofdistributionandtaxablepartofunseasonedconversions.Therearesomeexceptionstothispenalty.","10%penaltyplustaxesfordistributionsbeforeage59½withexceptions.","Principalofcontributionsandseasonedconversionscanbewithdrawnatanytimewithouttaxorpenalty.Additionalamountsaresubjecttonormalincometaxesand10%penaltyifnotqualifieddistributions."
"HomeDownPayment","Purchaseofprimaryresidenceandavoidanceofforeclosureorevictionofprimaryresidence,subjectto10%penalty,ifhardshipwithdrawalsareavailableintheplan.","Ifyourplanpermitsdistributionsfromaccountsbecauseofhardship,youmaychoosetoreceiveahardshipdistributionfromyourdesignatedRothaccount.Thehardshipdistributionwillconsistofapro-ratashareofearningsandbasisandtheearningsportionwillbeincludedingrossincomeunlessyouhavehadthedesignatedRothaccountfor5yearsandareeitherdisabledoroverage59½.","Canwithdrawupto$10,000forafirsttimehomepurchasedownpaymentwithstipulations.","Upto$10,000canbeusedforprimaryhomedownpayment.MusthaveheldRothIRAforaminimumof5years.Mustnothaveownedahomeinprevious24months.HousemustbeownedbyIRAownerordirectlinearancestorsordescendants."
"EducationExpenses","Paymentofsecondaryeducationalexpensesinlast12monthsforemployee,spouse,ordependents,subjectto10%penalty,ifhardshipwithdrawalsareavailableintheplan.","Canwithdrawforqualifiedhighereducationexpensesofowner,children,andgrandchildren.","Ifyourplanpermitsdistributionsfromaccountsbecauseofhardship,youmaychoosetoreceiveahardshipdistributionfromyourdesignatedRothaccount.Thehardshipdistributionwillconsistofapro-ratashareofearningsandbasisandtheearningsportionwillbeincludedingrossincomeunlessyouhavehadthedesignatedRothaccountfor5yearsandareeitherdisabledoroverage59½.","Canwithdrawforqualifiedhighereducationexpensesofowner,children,andgrandchildren."
"MedicalExpenses","Medicalexpensesnotcoveredbyinsuranceforemployee,spouse,ordependents,subjectto10%penalty,ifhardshipwithdrawalsareavailableintheplan.Medicalexpensesinexcessof7.5%ofyouradjustedgrossincomemaybeexempttothe10%penalty.","Canwithdrawforqualifiedunreimbursedmedicalexpensesthataremorethan7.5%ofAGI;medicalinsuranceduringperiodofunemployment;duringdisability.","Ifyourplanpermitsdistributionsfromaccountsbecauseofhardship,youmaychoosetoreceiveahardshipdistributionfromyourdesignatedRothaccount.Thehardshipdistributionwillconsistofapro-ratashareofearningsandbasisandtheearningsportionwillbeincludedingrossincomeunlessyouhavehadthedesignatedRothaccountfor5yearsandareeitherdisabledoroverage59½.","Canwithdrawforqualifiedunreimbursedmedicalexpensesthataremorethan7.5%ofAGI;medicalinsuranceduringperiodofunemployment;duringdisability."
"","(Traditional)401(k)","Roth401(k)","TraditionalIRA","RothIRA"
"ConversionsandRollovers","Uponterminationofemployment(orinsomeplans,evenwhileinservice),canberolledtoIRAorRothIRA.WhenrolledtoaRothIRA,taxesneedtobepaidduringtheyearoftheconversion.","Cannotbeconvertedtoatraditional401(k),butuponterminationofemployment(orinsomeplans,evenwhileinservice),canberolledintoRothIRA.","CanbeconvertedtoaRothIRA,typicallyforbackdoorRothIRAcontributions.Taxesneedtobepaidduringtheyearoftheconversion.Also,thenon-basisportioncanberolledoverintoa401(k),ifallowedbythe401(k)plan.",""
"ChangingInstitutions","Canrollovertoanotheremployer's401(k)planortoarolloverIRAatanindependentinstitution.","Canrollovertoanotheremployer'sRoth401(k)planortoaRothIRAatanindependentinstitution.","FundscanbeeithertransferredtoanotherinstitutionortheycanbesenttotheownerofthetraditionalIRAwhohas60daystoputthemoneyinanotherinstitutioninarollovercontributiontoanothertraditionalIRA.","FundscanbeeithertransferredtoanotherinstitutionortheycanbesenttotheownerofthetraditionalIRAwhohas60daystoputthemoneyinanotherinstitutioninarollovercontributiontoanothertraditionalIRA."
"Beneficiaries","Formarriedpersons,federallawdictatesthatthebeneficiaryofanyformof401(k)automaticallybethesurvivingspouse.Adifferentpartymaybenamedbeneficiary,however,providedthesurviving-spouse-to-behasconsentedandtheconsentisinwrittenform.Forsinglepersons,anypartymaybenamedbeneficiary;however,ifnobeneficiaryisnamed,thenitdefaultstothedecedent'sestate.","Whenownerdies,spouseasbeneficiarycanrollbothaccountsintooneIRAaccount.Otherbeneficiarieswillbesubjecttoforceddistributions(taxable)overaten-yearperiod.Beneficiarieswillnotpayestatetaxiftheinheritanceisundertheexemptionamount.","Formarriedpersons,federallawdictatesthatthebeneficiaryofanyformof401(k)automaticallybethesurvivingspouse.Adifferentpartymaybenamedbeneficiary,however,providedthesurviving-spouse-to-behasconsentedandtheconsentisinwrittenform.Forsinglepersons,anypartymaybenamedbeneficiary;however,ifnobeneficiaryisnamed,thenitdefaultstothedecedent'sestate.","Whenownerdies,spouseasbeneficiarycanrollbothaccountsintooneIRAaccount.Otherbeneficiarieswillbesubjecttoforceddistributions(taxable)overaten-yearperiod.Beneficiarieswillnotpayestatetaxiftheinheritanceisundertheexemptionamount."
"Protection","Accountisprotectedfrombankruptcyandcreditors(withlimitedexceptions,e.g.IRS).","Accountisprotectedfrombankruptcyupto$1,362,800.Protectionfromcreditorsvariesbystate(fromnonetofullprotection).","Accountisprotectedfrombankruptcyandcreditors(withlimitedexceptions,e.g.IRS).","Accountisprotectedfrombankruptcyupto$1,362,800.Protectionfromcreditorsvariesbystate(fromnonetofullprotection)."
"","(Traditional)401(k)","Roth401(k)","TraditionalIRA","RothIRA"
