"HSQLDB","Static","TINYINT(8-bit),SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","DOUBLE(64-bit)","DECIMAL,NUMERIC","CHAR,VARCHAR,LONGVARCHAR,CLOB","BINARY,VARBINARY,LONGVARBINARY,BLOB","DATE,TIME,TIMESTAMP,INTERVAL","BOOLEAN","OTHER(object),BIT,BITVARYING,ARRAY"
"InformixDynamicServer","Static+UDT","SMALLINT(16-bit),INT(32-bit),INT8(64-bitproprietary),BIGINT(64-bit)","SMALLFLOAT(32-bit),FLOAT(64-bit)","DECIMAL(32digitsfloat/fixed),MONEY","CHAR,VARCHAR,NCHAR,NVARCHAR,LVARCHAR,CLOB,TEXT","TEXT,BYTE,BLOB,CLOB","DATE,DATETIME,INTERVAL","BOOLEAN","SET,LIST,MULTISET,ROW,TIMESERIES,SPATIAL,GEODETIC,JSON,BSON,USERDEFINEDTYPES"
"Ingres","Static","TINYINT(8-bit),SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","FLOAT4(32-bit),FLOAT(64-bit)","DECIMAL","C,CHAR,VARCHAR,LONGVARCHAR,NCHAR,NVARCHAR,LONGNVARCHAR,TEXT","BYTE,VARBYTE,LONGVARBYTE(BLOB)","DATE,ANSIDATE,INGRESDATE,TIME,TIMESTAMP,INTERVAL","N/A","MONEY,OBJECT_KEY,TABLE_KEY,USER-DEFINEDDATATYPES(viaOME)"
"LinterSQLRDBMS","Static+Dynamic(instoredprocedures)","SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","REAL(32-bit),DOUBLE(64-bit)","DECIMAL,NUMERIC","CHAR,VARCHAR,NCHAR,NVARCHAR,BLOB","BYTE,VARBYTE,BLOB","DATE","BOOLEAN","GEOMETRY,EXTFILE"
"MariaDB","Static","TINYINT(8-bit),SMALLINT(16-bit),MEDIUMINT(24-bit),INT(32-bit),BIGINT(64-bit)","FLOAT(32-bit),DOUBLE(akaREAL)(64-bit)","DECIMAL","CHAR,BINARY,VARCHAR,VARBINARY,TEXT,TINYTEXT,MEDIUMTEXT,LONGTEXT","TINYBLOB,BLOB,MEDIUMBLOB,LONGBLOB","DATETIME,DATE,TIMESTAMP,YEAR","BIT(1),BOOLEAN(akaBOOL)=synonymforTINYINT","ENUM,SET,GISdatatypes(Geometry,Point,Curve,LineString,Surface,Polygon,GeometryCollection,MultiPoint,MultiCurve,MultiLineString,MultiSurface,MultiPolygon)"
"MicrosoftSQLServer","Static","TINYINT,SMALLINT,INT,BIGINT","FLOAT,REAL","NUMERIC,DECIMAL,SMALLMONEY,MONEY","CHAR,VARCHAR,TEXT,NCHAR,NVARCHAR,NTEXT","BINARY,VARBINARY,IMAGE,FILESTREAM,FILETABLE","DATE,DATETIMEOFFSET,DATETIME2,SMALLDATETIME,DATETIME,TIME","BIT","CURSOR,TIMESTAMP,HIERARCHYID,UNIQUEIDENTIFIER,SQL_VARIANT,XML,TABLE,Geometry,Geography,Custom.NETdatatypes"
"MicrosoftSQLServerCompact(EmbeddedDatabase)","Static","TINYINT,SMALLINT,INT,BIGINT","FLOAT,REAL","NUMERIC,DECIMAL,MONEY","NCHAR,NVARCHAR,NTEXT","BINARY,VARBINARY,IMAGE","DATETIME","BIT","TIMESTAMP,ROWVERSION,UNIQUEIDENTIFIER,IDENTITY,ROWGUIDCOL"
"MimerSQL","Static","SMALLINT,INT,BIGINT,INTEGER(n)","FLOAT,REAL,DOUBLE,FLOAT(n)","NUMERIC,DECIMAL","CHAR,VARCHAR,NCHAR,NVARCHAR,CLOB,NCLOB","BINARY,VARBINARY,BLOB","DATE,TIME,TIMESTAMP,INTERVAL","BOOLEAN","DOMAINS,USER-DEFINEDTYPES(includingthepre-definedspatialdatatypeslocation,latitude,longitudeandcoordinate,andUUID)"
"MonetDB","Static,extensible","TINYINT,SMALLINT,INT,INTEGER,BIGINT,HUGEINT,SERIAL,BIGSERIAL","FLOAT,FLOAT(n),REAL,DOUBLE,DOUBLEPRECISION","DECIMAL,NUMERIC","CHAR,CHAR(n),VARCHAR(n),CLOB,CLOB(n),TEXT,STRING","BLOB,BLOB(n)","DATE,TIME,TIMEWITHTIMEZONE,TIMESTAMP,TIMESTAMPWITHTIMEZONE,INTERVALMONTH,INTERVALDAY,INTERVALSECOND","BOOLEAN","JSON,JSON(n),URL,URL(n),INET,UUID,GISdatatypes(Geometry,Point,Curve,LineString,Surface,Polygon,GeometryCollection,MultiPoint,MultiCurve,MultiLineString,MultiSurface,MultiPolygon),UserDefinedTypes"
"MySQL","Static","TINYINT(8-bit),SMALLINT(16-bit),MEDIUMINT(24-bit),INT(32-bit),BIGINT(64-bit)","FLOAT(32-bit),DOUBLE(akaREAL)(64-bit)","DECIMAL","CHAR,BINARY,VARCHAR,VARBINARY,TEXT,TINYTEXT,MEDIUMTEXT,LONGTEXT","TINYBLOB,BLOB,MEDIUMBLOB,LONGBLOB","DATETIME,DATE,TIMESTAMP,YEAR","BIT(1),BOOLEAN(akaBOOL)=synonymforTINYINT","ENUM,SET,GISdatatypes(Geometry,Point,Curve,LineString,Surface,Polygon,GeometryCollection,MultiPoint,MultiCurve,MultiLineString,MultiSurface,MultiPolygon)"
"OpenLinkVirtuoso","Static+Dynamic","INT,INTEGER,SMALLINT","REAL,DOUBLEPRECISION,FLOAT,FLOAT'('INTNUM')'","DECIMAL,DECIMAL'('INTNUM')',DECIMAL'('INTNUM','INTNUM')',NUMERIC,NUMERIC'('INTNUM')',NUMERIC'('INTNUM','INTNUM')'","CHARACTER,CHAR'('INTNUM')',VARCHAR,VARCHAR'('INTNUM')',NVARCHAR,NVARCHAR'('INTNUM')'","BLOB","TIMESTAMP,DATETIME,TIME,DATE","n/a","ANY,REFERENCE(IRI,URI),UDT(UserDefinedType),GEOMETRY(BOX,BOX2D,BOX3D,BOXM,BOXZ,BOXZM,CIRCULARSTRING,COMPOUNDCURVE,CURVEPOLYGON,EMPTY,GEOMETRYCOLLECTION,GEOMETRYCOLLECTIONM,GEOMETRYCOLLECTIONZ,GEOMETRYCOLLECTIONZM,LINESTRING,LINESTRINGM,LINESTRINGZ,LINESTRINGZM,MULTICURVE,MULTILINESTRING,MULTILINESTRINGM,MULTILINESTRINGZ,MULTILINESTRINGZM,MULTIPOINT,MULTIPOINTM,MULTIPOINTZ,MULTIPOINTZM,MULTIPOLYGON,MULTIPOLYGONM,MULTIPOLYGONZ,MULTIPOLYGONZM,POINT,POINTM,POINTZ,POINTZM,POLYGON,POLYGONM,POLYGONZ,POLYGONZM,POLYLINE,POLYLINEZ,RING,RINGM,RINGZ,RINGZM)"
"","Typesystem","Integer","Floatingpoint","Decimal","String","Binary","Date/Time","Boolean","Other"
"Oracle","Static+Dynamic(throughANYDATA)","NUMBER","BINARY_FLOAT,BINARY_DOUBLE","NUMBER","CHAR,VARCHAR2,CLOB,NCLOB,NVARCHAR2,NCHAR,LONG(deprecated)","BLOB,RAW,LONGRAW(deprecated),BFILE","DATE,TIMESTAMP(with/withoutTIMEZONE),INTERVAL","N/A","SPATIAL,IMAGE,AUDIO,VIDEO,DICOM,XMLType,UDT,JSON"
"PervasivePSQL","Static","BIGINT,INTEGER,SMALLINT,TINYINT,UBIGINT,UINTEGER,USMALLINT,UTINYINT","BFLOAT4,BFLOAT8,DOUBLE,FLOAT","DECIMAL,NUMERIC,NUMERICSA,NUMERICSLB,NUMERICSLS,NUMERICSTB,NUMERICSTS","CHAR,LONGVARCHAR,VARCHAR","BINARY,LONGVARBINARY,VARBINARY","DATE,DATETIME,TIME","BIT","CURRENCY,IDENTITY,SMALLIDENTITY,TIMESTAMP,UNIQUEIDENTIFIER"
"Polyhedra","Static","INTEGER8(8-bit),INTEGER(16-bit),INTEGER(32-bit),INTEGER64(64-bit)","FLOAT32(32-bit),FLOAT(akaREAL;64-bit)","N/A","VARCHAR,LARGEVARCHAR(akaCHARACTERLARGEOBJECT)","LARGEBINARY(akaBINARYLARGEOBJECT)","DATETIME","BOOLEAN","N/A"
"PostgreSQL","Static","SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","REAL(32-bit),DOUBLEPRECISION(64-bit)","DECIMAL,NUMERIC","CHAR,VARCHAR,TEXT","BYTEA","DATE,TIME(with/withoutTIMEZONE),TIMESTAMP(with/withoutTIMEZONE),INTERVAL","BOOLEAN","ENUM,POINT,LINE,LSEG,BOX,PATH,POLYGON,CIRCLE,CIDR,INET,MACADDR,BIT,UUID,XML,JSON,JSONB,arrays,composites,ranges,custom"
"RaimaDatabaseManager","Static","tinyint,smallint,integer,bigint","real,float,double","N/A","char,varchar,wchar,varwchar,longvarchar,longvarwchar","binary,varbinary,longvarbinary","date,time,timestamp","bit","N/A"
"RDMServer","Static","tinyint,smallint,integer,bigint","real,float,double","decimal,numeric","char,varchar,wchar,varwchar,longvarchar,longvarwchar","binary,varbinary,longvarbinary","date,time,timestamp","bit","rowid"
"SAPHANA","Static","TINYINT,SMALLINT,INTEGER,BIGINT","SMALLDECIMAL,REAL,DOUBLE,FLOAT,FLOAT(n)","DECIMAL","VARCHAR,NVARCHAR,ALPHANUM,SHORTTEXT","VARBINARY,BINTEXT,BLOB","DATE,TIME,SECONDDATE,TIMESTAMP","BOOLEAN","CLOB,NCLOB,TEXT,ARRAY,ST_GEOMETRY,ST_POINT,ST_MULTIPOINT,ST_LINESTRING,ST_MULTILINESTRING,ST_POLYGON,ST_MULTIPOLYGON,ST_GEOMETRYCOLLECTION,ST_CIRCULARSTRING"
"solidDB","Static","TINYINT(8-bit),SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","REAL(32-bit),DOUBLE(64-bit),FLOAT(64-bit)","DECIMAL,NUMERIC(51digits)","CHAR,VARCHAR,LONGVARCHAR,WCHAR,WVARCHAR,LONGWVARCHAR","BINARY,VARBINARY,LONGVARBINARY","DATE,TIME,TIMESTAMP","",""
"SQLite","Dynamic","INTEGER(64-bit)","REAL(akaFLOAT,DOUBLE)(64-bit)","N/A","TEXT(akaCHAR,CLOB)","BLOB","N/A","N/A","N/A"
"SQreamDB","Static","TINYINT(8-bit),SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","REAL(32-bit),DOUBLE(akaFLOAT)(64-bit)","N/A","CHAR,VARCHAR,NVARCHAR","N/A","DATE,DATETIME(akaTIMESTAMP)","BOOL","N/A"
"","Typesystem","Integer","Floatingpoint","Decimal","String","Binary","Date/Time","Boolean","Other"
"Teradata","Static","BYTEINT(8-bit),SMALLINT(16-bit),INTEGER(32-bit),BIGINT(64-bit)","FLOAT(64-bit)","DECIMAL,NUMERIC(38digits)","CHAR,VARCHAR,CLOB","BYTE,VARBYTE,BLOB","DATE,TIME,TIMESTAMP(w/woTIMEZONE)","","PERIOD,INTERVAL,GEOMETRY,XML,JSON,UDT(UserDefinedType)"
"UniData","Dynamic","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"UniVerse","Dynamic","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"","Typesystem","Integer","Floatingpoint","Decimal","String","Binary","Date/Time","Boolean","Other"
